userName,score,at,label_data,content
Mas Bro,5,11/22/2022 3:20,positif,"Mantap, nyaman selama menggunakan ovo, kalau bisa adakan bonus yang banyak"
Nikaila Putri,1,11/22/2022 3:20,negatif,"susah digunakan, kadang lama untuk kirim saldo gangguan"
Endar Hayati,1,11/22/2022 3:20,negatif,Aplikasi apa ini?? Pencairan saldo shopeepay sangat lama.
Njang Soleh,5,11/22/2022 3:19,positif,"mantap dan mudah,, cepat juga untuk transfer"
Nur Aeni,5,11/22/2022 3:19,positif,sangat baik dan bagus sekali untuk pembayaran online
Evan Ananda bakri,5,11/22/2022 3:19,positif,"sangat bagus, tidak diragukan terbaik"
Dwi Lapingga,2,11/22/2022 3:19,negatif,"Shopee sekarang aneh. Gak paham, biasanya kalau bayar di shopeepay tanpa biaya layanan"
Dani Official,1,11/22/2022 3:18,negatif,"Bayar pakai shopeepay gagal, tapi saldo sudah terpotong, aneh!!"
Assalam mualaikum,5,11/22/2022 3:17,positif,sangat mudah digunakan dan cepat terima kasih dana. pertahankan rating
Eko Widiyanto,1,11/22/2022 3:16,negatif,"Sistem sibuk setiap waktu,, admin buruk dalam pelayanan"
Linchia Sinvia Dewi,1,11/22/2022 3:16,negatif,Sekarang shopee beda sama dulu. Mau transfer di shopeepay lemot banget. Parah
Amarta Pura,5,11/22/2022 3:15,positif,"Sangat membantu pengguna yang malas keluar, bisa bayar dan belanja online... 👍👍👍"
Kandims Ass,4,11/22/2022 3:15,positif,Aplikasi yang sangat bagus dan wajib punya
Mas Ozi,5,11/22/2022 3:15,negatif,"TOLONG KENAPA AKUN SAYA DIBEKUKAN??? Parah, Saya tidak menyalahkan aturan"
Iwan Borzu,5,11/22/2022 3:14,positif,"bagus banget,,, pertahankan kualitasnya aplikasinya"
Edi Ginting,5,11/22/2022 3:13,positif,"Aman dan terpercaya,, tidak rugi transaksi di dana"
miranti. budi pertiwi,1,11/22/2022 3:13,negatif,"Jelek banget susah untuk update, padahal syarat dan ketentuan sudah sesuai.. cepat dibantu."
Sugi Hartono,5,11/22/2022 3:12,positif,Mantap semoga bermanfaat selalu dan bisa keren
nita natalia,5,11/22/2022 3:11,positif,Bagus saya menyukainya dengan pelayanan yang sangat baik. Shopeepay bisa diandalkan
Bus Ari,5,11/22/2022 3:11,positif,"Shopeepay sangat membantu terima kasih, semoga shopee selalu sukses dan lancar.. Terima kasih"
Budiansyah Budi,5,11/22/2022 3:10,positif,"Keren banget ovo, terima kasih telah membantu saya dalam megirim uang"
Kharisma Meizayra,1,11/22/2022 3:10,negatif,"Ternyata banyak ulasan yang masuk buruk, shopeepay susah dibuka, aplikasi jadi lemot.."
diah 125,4,11/22/2022 3:08,positif,"Bagus, jadi aman kalau transaksi pakai shopeepay"
Gabriel Jr,5,11/22/2022 3:05,positif,"Aplikasinya mantap, pencariannya cepat, pengirimannya juga cukup bagus, shopeepay lancar"
Asep Nuryana,5,11/22/2022 3:05,positif,Terbaik shopee.. Banyak gratis ongkir kalau pakai metode pembayaran shopeepay
Maz Agil,2,11/22/2022 3:05,negatif,Promo shopeepay tidak bisa digunakan padahal sudah memenuhi persyaratan
Arfan Fauzan,5,11/22/2022 3:04,positif,"bayar apapun bisa pakai ovo, terbaik memang ovo...."
Eva Garnia Lestari,3,11/22/2022 3:04,negatif,kenapa gratis ongkir menghilang?? Sedih.. Padahal pakai shopeepay
Ahmad Bustomi,5,11/22/2022 3:03,positif,Luar biasa pakai shopeepay jadi praktis untuk bayar..
Laila Nur sya'bana,5,11/22/2022 3:02,positif,"aplikasi mantap, lancar untuk segala urusan"
mega rosita05,5,11/22/2022 3:02,positif,"Sangat keren pelayanannya, tidak akan rugi dan pasti puas"
Tini Wiras,5,11/22/2022 3:01,positif,pengiriman dan pemakaian praktis dan memuaskan pengguna
Jenggler Ganepo,4,11/22/2022 3:01,positif,"cukup bermanfaat, nyaman banget pakai dana"
reni ayunindya,5,11/22/2022 3:01,positif,"Aplikasi yang sangat bagus,, apalagi shopeepay berguna sekali"
Restu Widianto,5,11/22/2022 3:00,positif,"sangat baik pelayanan,, sejauh ini aman dan enak digunakan"
Uvikk Bakari,5,11/22/2022 3:00,positif,aplikasi ini sangat membantu dalam transaksi online. terima kasih
ikmas Rabbi,5,11/22/2022 2:58,positif,"Sangat membantu kalau bayar produk, tinggal pakai shopeepay"
Nasi Timbel enak,3,11/22/2022 2:58,negatif,Pencairan dana penjual lewat shopeepay sekarang lama sekali 🥲🥲🥲
Irfan Ansori,5,11/22/2022 2:57,positif,"Shopee barangnya paling lengkap,, bayar mudah dengan shopeepay�"
Destryana Ae,5,11/22/2022 2:57,positif,"Baik, keren, mudah, efisien,, itulah shopeepay yang membuat mudah bayar barang belanja"
Nurul Vivo,4,11/22/2022 2:57,positif,"Puas belanja di shopee.. apalagi dapat bonus, jadi senang sama shopee.. Shopeepay sering dipakai untuk bayar online"
Bay Angga,5,11/22/2022 2:56,negatif,"Aneh,, Kenapa saya mau masuk tetap gagal?? padahal pin yang dimasukan sudah benar"
Zenfone C,1,11/22/2022 2:56,negatif," semakin lemot, isi shopeepay juga tidak masuk, fitur berat"
Christoper Saiyan,3,11/22/2022 2:54,negatif,"Aplikasi apa ini?? sering eror,, mau pakai shopeepay gangguan juga"
Hani Pan,5,11/22/2022 2:52,positif,Suka pakai shopeepay karena pasti aman dan dijamin cepat kalau transaksi
Satudua Tigatiga,5,11/22/2022 2:51,positif,Saya sangat suka dengan aplikasi ini karena semuanya murah dan bayar mudah dengan shopeepay
Ahmad Martin,4,11/22/2022 2:47,positif,"Aplikasi serbaguna, mohon perbaiki sering terjadi masalah pada pembayaran IndiHome"
Evander Kurnia,1,11/22/2022 2:47,negatif,"Tolong saya mau daftar akun karena mau pakai gopay, tapi tunggu sebentar itu gimana?? Harus ada arahan"
Nina Agustin,4,11/22/2022 2:47,negatif,kenapa shopeepay eror dan tidak bisa dibuka padahal sudah update aplikasi.
Banana 07,5,11/22/2022 2:46,positif,sangat bagus dan terjamin keamanannya
santi dwiastuti,2,11/22/2022 2:46,negatif,sekarang biayanya semakin mahal meskipun pakai Shopeepay atau bayar langsung
Kamal Ludin,5,11/22/2022 2:44,positif,sangat terbantu adanya aplikasi dana ini
Jisamsu Su,5,11/22/2022 2:42,positif,bagus dan sangat bermanfaat terimakasih
Zaimadi FF,5,11/22/2022 2:42,positif,"sangat baik,, selalu menjadi pilihan terbaik aplikasi keuangan"
Indri Lutfitasari,1,11/22/2022 2:41,negatif,"Aplikasi jadi lemot, sudah dibuka menunggu terus. Susah yang mau pakai shopeepay!!!"
Riyani arsya Putri,5,11/22/2022 2:40,positif,Saya senang Banyak diskon di gopay
Diana Ovani,5,11/22/2022 2:38,positif,Semakin keren gopay untuk transaksi apapun
Mchmmd AGung,4,11/22/2022 2:38,negatif,"kalau jaringan jelek jadi lama buka aplikasi,, apalagi shopeepay juga sering gangguan"
putriayu rahayu,1,11/22/2022 2:38,negatif,"Sumpah shopee enak dulu, mau cari barang sekarang lama sekali keluarnya. Bayar shopeepay juga lama.."
Adelia Azni,5,11/22/2022 2:37,positif,sangat membantu sekali dalam usaha bisnis saya
Een Herdiana,5,11/22/2022 2:37,positif,"sangat puas pakai dana, bisa diandalkan setiap saat"
Bunda Audi,5,11/22/2022 2:36,positif,Oke banget pakai gopay buat bayar tagihan listrik
Ibu Sumiati,5,11/22/2022 2:35,positif,sangat mudah dan membantu sekali dalam mengatur keuangan saya
Prihantoro Eko Sulistyo,5,11/22/2022 2:35,positif,"Mantap gopay selalu memuaskan, kadang dapat bonus yang bisa dipakai belanja"
Astha Bobby Husen,5,11/22/2022 2:34,positif,"Bagus sekali,,,semoga semakin banyak bonus untuk menarik pengguna"
Firman Syah,5,11/22/2022 2:33,positif,"mantap dana, pertahankan dan tingkatkan kualitas pelayanan"
Irwan Syafei,1,11/22/2022 2:32,negatif,kalau buka shopeepay dari hp kenapa jadi macet??? Gangguan
Bari Muhaiman,5,11/22/2022 2:30,positif,oke bintang 5 karena gopay sangat membantu saya untuk jualan
Fahdiat Rizal,5,11/22/2022 2:30,positif,"Cepat sekali transaksi lewat gopay, transfer cepat masuk"
Cupit Souljah28,1,11/22/2022 2:29,negatif,"Lemot, bayar pakai shopeepay banyak kendala. Mau dihapus aplikasinya"
Mamad Saudin,5,11/22/2022 2:28,positif,"Aplikasi ovo bagus banget, pilihan untuk yang tidak punya atm"
Angga Saputra,4,11/22/2022 2:27,positif,kalau bisa transfer ke rekening gratis dan jangan ada batas agar aman
Amii Rhendra,1,11/22/2022 2:27,negatif,"Apapun mahal... sudah tau cari duit susah malah tambah mahal,, pakai gopay dulu bisa turun harga"
Muhammad Ferry,5,11/22/2022 2:26,positif,"sangat puas dengan aplikasi dana,, selalu terpercaya"
budi kd,5,11/22/2022 2:26,positif,"Aplikasi bagus,,, kirim dana juga cepat,,. Mantap!!!"
Dwi Megawati sudarman,2,11/22/2022 2:26,negatif,Semakin lemot jaringannya. ambil uang ke bank mandiri dari shopeepay tapi gagal
Ilham Tazu,5,11/22/2022 2:25,positif,Mantap gopay.. membantu banget! Aman tidak perlu khawatir!
Public Gold Indonesia By PID Ressy Miryanti (PG 00121475),5,11/22/2022 2:23,positif,"Bagus banget, lebih enak pakai gopay daripada yang lain.. Keren gopay"
Fairuz Syifa,5,11/22/2022 2:22,positif,"saya puas pake aplikasi dana ,gampang buat proses transfer dan gratis masuk kan uang dan transfer uang."
Ayu Purnamasari,5,11/22/2022 2:21,positif,"Mudah banget untuk transfer pakai gopay, untuk pembayaran semua bisa pakai gopay"
aldirakeishapradana,5,11/22/2022 2:21,positif,"Aplikasi terbaik di indonesia, apalagi gopay juga membantu,, gak sering gangguan"
jupiter z,4,11/22/2022 2:21,negatif,Maaf turun bintangnya� karena semakin mahal. banyak biaya penanganan dan biaya layanan meskipun pakai shopeepay�
Fikri Setiawan,5,11/22/2022 2:20,positif,"terbaik dana, jangan diragukan,, selalu berusaha meningkatkan layanan untuk pengguna"
Salon Diva,5,11/22/2022 2:20,positif,"Sangat terbantu dengan adanya aplikasi gojek, kerjaan jadi ringan. Pakai gopay juga mudah."
Falisha Zahra,1,11/22/2022 2:19,negatif,"jelek aplikasinya, ini uangnya gak bisa masuk,, jadi bingung kalau begini"
Barry Ahmad,5,11/22/2022 2:15,positif,"bagus dana praktis, tapi akun saya tolong dibantu upgrade premium,, "
Agus Handoko,5,11/22/2022 2:14,positif,"Pelayanan untuk gopay bagus, admin cepat respon kalau ada kendala .🙏"
Arry Putra,5,11/22/2022 2:14,positif,"Terima kasih sudah menciptakan gopay di gojek, memudahkan kirim uang"
Merry Andani,5,11/22/2022 2:13,positif,Keren banget pakai dana pekerjaan jadi lebih efisien
ismail item,1,11/22/2022 2:13,negatif,aneh aplikasi ini.. masuk atau daftar susah sekali.. saya rasa tidak pantas juga diberikan bintang..
Joandra jhon,4,11/22/2022 2:09,negatif,"shopee tolong ditingkatkan lagi keamanannya, ini saldo saya hilang di shopeepay"
Dewi Sofha,1,11/22/2022 2:09,negatif,Setiap beli kuota pakai shopeepay muncul keterangan laman tidak ditemukan.. Aneh
Dwi Setyaningrum,5,11/22/2022 2:07,positif,Suka sekali pakai linkaja... sangat membantu untuk transfer
Lulyta Wati,5,11/22/2022 2:05,positif,DANA sangat membantu aktivitas kirim uang.
Dahlam Priyatno,5,11/22/2022 2:04,positif,terimakasih dengan adanya aplikasi ini semua semakin mudah
Ika Dwi,1,11/22/2022 2:02,negatif,Baru diperbarui gangguan sudah hapus sampah masih saja lemot buka shopeepay
M. Tri Suhendra,1,11/22/2022 2:00,negatif,Dapat bonus susah meskipun sudah bayar di shopeepay jadi mahal
Muhammad Yunus,1,11/22/2022 2:00,negatif,"semakin sulit mendapatkan layanan gratis ongkir, pakai shopeepay juga berubah lebih mahal"
Yogha Slenx27,5,11/22/2022 1:58,positif,"bagus banget, ada bonus kalau sering digunakan"
Saskia Husnul,3,11/22/2022 1:58,negatif,"sekarang ada biaya pelayanan kalau mau belanja, jadi semakin mahal meskipun bayar di shopeepay"
Ahmad Muayad,4,11/22/2022 1:57,positif,"Mau coba dulu aplikasi ini,, kalau nyaman lanjut digunakan"
Rendra Soleh,1,11/22/2022 1:57,negatif,kecewa.. biaya penanganan semakin mahal.. Ada biaya juga kalau pakai shopeepay
Theresia Marchelina,4,11/22/2022 1:56,positif,"prosesnya cepat, hasilnya puas, ayo pakai ovo"
Muhamad Barok,5,11/22/2022 1:55,positif,sangat membantu transaksi cepat dan aman.. Bisa diandalkan
Budi Utomo,4,11/22/2022 1:54,negatif,"susah mencari fiturnya, terlalu banyak fitur yang mengganggu dan tidak penting"
2IA28_Yahya Arthur Kurniawan,5,11/22/2022 1:53,positif,Linkaja baik sekali dalam pelayanan.. Tolong ditingkatkan dan dipertahankan untuk pelayanan ke pelanggan
Agung Jabrik,4,11/22/2022 1:53,negatif,Kenapa limit saya gak naik?aneh.. Padahal sudah lama pakainya. . Sudah bayar lewat shopeepay
kasworo sp. (kas),5,11/22/2022 1:51,positif,aplikasinya bagus bisa dikirim kemana saja sesuai kebutuhan
Martin Kodir,1,11/22/2022 1:51,negatif,kecewa sama shopee. Padahal kalau bayar tepat waktu dengan shopeepay
Alpha rizi,1,11/22/2022 1:49,negatif,Kenapa gopaylater masih belum bisa digunakan di akun saya?? Sedih kalau setiap hari gangguan.. Mau pakai gopay keluar lagi
Irwan chanel,5,11/22/2022 1:48,positif,"mantap selalu,, sukses untuk dana dan pertahankan kenyamanan"
Hendrik Efendi,5,11/22/2022 1:47,positif,"Sudah lama pakai dana, semoga semakin banyak bonus🤦"
Aris Munarso,5,11/22/2022 1:47,positif,"Luar biasa aplikasi gojek, terbantu juga karena gopay"
Ikhlas Channel,1,11/22/2022 1:44,negatif,"Setelah diperbarui fitur shopeepay terganggu, aplikasinya tambah berat dan lemot."
Fajar Siswanto,5,11/22/2022 1:42,positif,Bagus untuk pengguna baru yang cari aplikasi mudah untuk pembayaran online
Amelia Dwi Lestari,1,11/22/2022 1:42,negatif,"Menyesal pakai dana sistem selalu sibuk, pemeliharaan paling lama itu 3 hari ini lebih mau transaksi bingung gak bisa transfer"
Beny Yuliarto,1,11/22/2022 1:41,negatif,"susah aplikasi ini, voucer pulsa di shopeepay dan tagihan lama keluar.."
Sono Darsono,5,11/22/2022 1:40,positif,"mantap, dijamin senang kalau sudah pakai dana"
D3N1,5,11/22/2022 1:39,positif,"Cukup baik,, untuk transfer,pembayaran, sangat memuaskan"
Amir Ruslan,5,11/22/2022 1:38,positif,"pasti mantap, pelayanan juga terbaik dari yang lain"
Faidatu sholeha,5,11/22/2022 1:36,positif,sangat membantu untuk mengirim uang ke bank 🤩
Dhedhe 33,1,11/22/2022 1:34,negatif,Kenapa ya gak bisa masuk salah server katanya.. Tapi sampai kapan??
herry86 chenel,5,11/22/2022 1:33,positif,sangat membantu sekali dan terpercaya untuk transaksi
Zana Ria,3,11/22/2022 1:33,negatif,Sekarang shopee setiap mau belanja semakin lemot. Bayar di shopeepay jadi takut hilang
Isra Mubarak Sagara,3,11/22/2022 1:32,negatif,"Ini kenapa ya shopee mau cari barang di pencarian tidak bisa, tolong segera diperbaiki juga shopeepay"
maria ndary,2,11/22/2022 1:31,negatif,"ini kenapa ya dana aneh, buat transaksi susah banget koneksi gak stabil, tolong diperbaiki dulu"
Anisatur Robiah,3,11/22/2022 1:30,negatif,"Baru baru ini promo gopay gak bisa dipakai semua, diminta upgrade padahal buka di play store gak ada pilihan update!! 😭😭😭"
ashfa fikri,1,11/22/2022 1:26,negatif,kirim uang dan gagal sudah 3 hari lebih saldo belum kembali hubungi admin gak ada solusi
Neni Setianingsih,1,11/22/2022 1:25,negatif,Kenapa sistem sedang sibuk terus padahal jaringan oke Dan setiap upgrade ke premium gagal??
Pengguna Google,2,11/22/2022 1:20,negatif,Sekarang vocer goofood dengan gopay tidak bisa digabung..kecewa
indah setiyowati,3,11/22/2022 1:20,negatif,Disini terkendala isi saldo shopeepay. Bagaimana solusinya?🙏🏻
Masliha Atun,1,11/22/2022 1:19,negatif,Katanya aplikasi mudah. Tapi semakin buat ribet!
Hae Rani,5,11/22/2022 1:18,positif,Senang sekali membantu saya buat transfer ke teman
Rifiano Faqih,2,11/22/2022 1:16,negatif,"Shopee mahal, jarang diskon meskipun bayar di shopeepay"
wylywyl meauw,1,11/22/2022 1:16,negatif,"Kalau mau buat aplikasi belanja ya cukup belanja saja, banyak fitur jadi semakin lemot"
ras judi,5,11/22/2022 1:15,positif,"Gojek efisien, mudah,serba ada serba bisa apalagi gopay mantap,"
Yeni Rachman,5,11/22/2022 1:15,positif,"Sangat bermanfaat fitur gopay kalau lagi diluar dan ingin belanja, bisa bayar pakai gopay"
Sugi Harto,1,11/22/2022 1:15,negatif,"Pengiriman uang ke rekening bank sudah 4 hari masih gak bisa, minta batal kirim gak bisa juga,, aplikasi gak jelas"
Bambang Nurdiansyah,1,11/22/2022 1:15,negatif,Shopee semakin eror.. Shopeepay juga sering gangguan.?
muhamad ramdani,1,11/22/2022 1:15,negatif,saldo shopeepay belum kembali karena ditipu setelah belanja disini.. Shopee tolong ditingkatkan keamanannya
Ayu Lestari,3,11/22/2022 1:14,positif,"kalau transaksi, pasti dapat point, dan bisa ditukar dengan bonus lain, suka"
Dina Fudla Ni'matin,1,11/22/2022 1:13,negatif,"untuk keamanannya mohon lebih ditingkatkan lagi, dan responnya lama banget"
Fitri Any,5,11/22/2022 1:12,positif,"Gopay sangat membantu saat kita mau bayar, tanpa kemana-mana apalagi waktu hujan"
Putri Wulandari P,2,11/22/2022 1:10,negatif,"Shopee mahal banget... Banyak biaya tambahan, biasanya kalau pakai shopeepay gratis"
Hesty Kayanti,2,11/22/2022 1:09,negatif,Kenapa gak bisa melakukan transfer? semakin lama dana semakin eror dan adminnya lama respon
Aris anak rantau arini,5,11/22/2022 1:08,positif,"sangat bagus, aman serta nyaman dalam bertransaksi"
aNdra 22,1,11/22/2022 1:08,negatif,"Saya turunkan bintang,sudah isi saldo setiap hari buat kerja, transfer pulsa diminta nunggu 46 menit, kadang gagal"
Ridwan Ridho,1,11/22/2022 1:07,negatif,Kak bisa tolong respon kalau usernya punya keluhan?? Kecewa banget 😑
zainatur rahmah,1,11/22/2022 1:05,negatif,"Buruk, aplikasi sering lemot dan gak bisa dibuka. Heran"
Fathur Rohman,3,11/22/2022 1:05,negatif,emosi setiap update.. Transfer shopeepay selalu gagal
dimas Baskara yudha,1,11/22/2022 1:03,negatif,Parah semakin hari semakin susah buat tarik saldo dana bisnis
payjoe minny,1,11/22/2022 0:59,negatif,Semua Laporan dan Keluhan dijawab otomatis dan tidak ada solusi
Arum Sari,5,11/22/2022 0:58,positif,"Keren banget gopay, saya bisa transfer ke teman dengan mudah, dan jarang gangguan"
Ihyaul Quran Mulia,3,11/22/2022 0:51,negatif,"Aplikasi sangat lama dibuka. Buka shopeepay juga bermasalah, tolong diperbaiki!!!"
Alfinayn,1,11/22/2022 0:49,negatif,"Sangat buruk, tolong dibuat perbaikan"
Eka Mh Net,5,11/22/2022 0:45,positif,praktis dan sangat mudah untuk transfer mana saja
Rudyaishiteru Aishiteru,5,11/22/2022 0:45,positif,"Saya berikan bintang 🌟🌟🌟🌟🌟 karena layanan baik , gopay juga lancar digunakan selama pakai gojek 🥲🥲🥲"
Sentral Hp,5,11/22/2022 0:43,positif,"Mantap selalu keren,, selalu setia sama dana"
Nasher Triadi,5,11/22/2022 0:42,positif,"Aplikasi pelayanan komplit dan banyak mitra yang sudah bekerja sama, Banyak promo kalau pakai gopay sehingga pengguna nyaman"
Hardiansyah,5,11/22/2022 0:41,positif,"Sangat puas dengan pelayanan DANA. sangat membantu jika ada transaksi. Pelayanannya juga cepat, Terima kasih dana"
Sitihikmah Sembiring,5,11/22/2022 0:38,positif,"bagus, transfer ke semua gratis,, kurang apa lagi? Ayo pakai dana"
Chiara Anindya,5,11/22/2022 0:36,positif,semakin dimudahkan dalam transaksi. Terima kasih DANA
Dasmanta Putra,2,11/22/2022 0:34,negatif,"jadi semakin lemot sekarang, ini mau buka shopeepay"
Diana Anya,5,11/22/2022 0:33,positif,"Terima kasih dana, bisa mengerti kebutuhan pengguna"
Bohari Banten,1,11/22/2022 0:33,negatif,"Ternyata di dana ada penipuan juga ya diminta bantuan ini diblok akun saya,,"
Gessy Pasaribu,5,11/22/2022 0:30,positif,"Sangat membantu,, gopay bisa kirim uang dengan cepat"
Mat Sanusi,1,11/22/2022 0:30,negatif,Verifikasi wajah saya kenapa lama banget
Bagus Gede Pradnya Waisnawa,2,11/22/2022 0:30,negatif,"Apa manfaatnya pakai shopeepay?? Sama saja mahal, ganti saja"
Vera Triana,5,11/22/2022 0:28,positif,"Tempat belanja yang aman dan nyaman, tanpa keluar rumah juga bisa bayar pakai shopeepay"
rangga wasito,5,11/22/2022 0:27,positif,"kirim barang tepat waktu, shopeepay juga nyaman dipakai, terima kasih"
Pengguna Google,5,11/22/2022 0:27,positif,"Senang bisa ada fitur shopeepay, bisa digunakan dimana saja"
AJi AJi Harmoko,5,11/22/2022 0:26,positif,sangat bagus. tapi tolong diperbaiki lagi keamanannya agar semakin percaya
Aku Kamu,5,11/22/2022 0:26,positif,"Bagus sekali aplikasinya, gopay membantu dalam pembayaran tagihan"
